customerID,InvoiceDate,DueDate,SettledDate,DaysToSettle,DaysLate,First invoice,Late,On-Time,Train/Test,Age Bucket,Invoiced Month,InvoiceAmount,Invoice Due Month,Gap between current and previous invoice due date,Average Amount of PAID,Average of Amount of LATE PAID,Average Days Late,Average Days to Settle,Ratio Of Amount of Paid Invoices Bucket(0) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(1) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(2) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(3) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(4) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(5) by Total Amount of Paid Invoices,Ratio Of number of Paid Invoices Bucket(0) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(1) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(2) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(3) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(4) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(5) by Total number of Paid Invoices
6627-ELFBK,2/15/2013,3/17/2013,4/1/2013,45,15,FALSE,TRUE,FALSE,Train,3,2,76.5,3,2,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6627-ELFBK,2/15/2013,3/17/2013,3/1/2013,14,0,FALSE,FALSE,TRUE,Train,0,2,65.28,3,0,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6627-ELFBK,2/16/2013,3/18/2013,3/4/2013,16,0,FALSE,FALSE,TRUE,Train,0,2,82.93,3,1,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6627-ELFBK,3/1/2013,3/31/2013,3/18/2013,17,0,FALSE,FALSE,TRUE,Train,0,3,53.65,3,13,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6627-ELFBK,3/26/2013,4/25/2013,4/26/2013,31,1,FALSE,TRUE,FALSE,Train,1,3,92.65,4,25,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6627-ELFBK,3/27/2013,4/26/2013,5/4/2013,38,8,FALSE,TRUE,FALSE,Train,2,3,71.39,4,1,66.05777778,65.98111111,6.555555556,36.55555556,0.667053533,0.250028034,0.040026688,0.042891745,0,0,0.666666667,0.259259259,0.037037037,0.037037037,0,0
6632-CGYHU,1/29/2012,2/28/2012,2/21/2012,23,0,TRUE,FALSE,TRUE,Train,0,1,51.13,2,0,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,3/13/2012,4/12/2012,3/26/2012,13,0,FALSE,FALSE,TRUE,Train,0,3,81.85,4,44,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,5/20/2012,6/19/2012,6/1/2012,12,0,FALSE,FALSE,TRUE,Train,0,5,56.03,6,68,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,5/23/2012,6/22/2012,6/5/2012,13,0,FALSE,FALSE,TRUE,Train,0,5,91.98,6,3,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,10/5/2012,11/4/2012,10/23/2012,18,0,FALSE,FALSE,TRUE,Train,0,10,57.86,11,135,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,10/18/2012,11/17/2012,11/7/2012,20,0,FALSE,FALSE,TRUE,Train,0,10,98.61,11,13,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,10/25/2012,11/24/2012,11/9/2012,15,0,FALSE,FALSE,TRUE,Train,0,10,83.68,11,7,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,12/7/2012,1/6/2013,12/30/2012,23,0,FALSE,FALSE,TRUE,Train,0,12,73.22,1,43,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,12/17/2012,1/16/2013,1/1/2013,15,0,FALSE,FALSE,TRUE,Train,0,12,74.41,1,10,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,2/9/2013,3/11/2013,2/19/2013,10,0,FALSE,FALSE,TRUE,Train,0,2,92.97,3,54,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,3/29/2013,4/28/2013,4/7/2013,9,0,FALSE,FALSE,TRUE,Train,0,3,85.33,4,48,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,5/29/2013,6/28/2013,6/6/2013,8,0,FALSE,FALSE,TRUE,Train,0,5,85.89,6,61,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,7/4/2013,8/3/2013,7/15/2013,11,0,FALSE,FALSE,TRUE,Train,0,7,114.44,8,36,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6632-CGYHU,8/7/2013,9/6/2013,8/18/2013,11,0,FALSE,FALSE,TRUE,Train,0,8,70.51,9,34,78.4745,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6708-DPYTF,1/3/2012,2/2/2012,2/16/2012,44,14,TRUE,TRUE,FALSE,Train,2,1,55.37,2,0,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,1/21/2012,2/20/2012,2/19/2012,29,0,FALSE,FALSE,TRUE,Train,0,1,92.19,2,18,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,2/1/2012,3/2/2012,3/14/2012,42,12,FALSE,TRUE,FALSE,Train,2,2,80.31,3,11,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,2/13/2012,3/14/2012,3/30/2012,46,16,FALSE,TRUE,FALSE,Train,3,2,86.74,3,12,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,3/24/2012,4/23/2012,5/5/2012,42,12,FALSE,TRUE,FALSE,Train,2,3,92.76,4,40,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,4/15/2012,5/15/2012,5/28/2012,43,13,FALSE,TRUE,FALSE,Train,2,4,58.73,5,22,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,5/23/2012,6/22/2012,7/5/2012,43,13,FALSE,TRUE,FALSE,Train,2,5,79.59,6,38,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,7/4/2012,8/3/2012,8/16/2012,43,13,FALSE,TRUE,FALSE,Train,2,7,76.81,8,42,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,7/11/2012,8/10/2012,8/13/2012,33,3,FALSE,TRUE,FALSE,Train,1,7,69,8,7,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,7/11/2012,8/10/2012,8/24/2012,44,14,FALSE,TRUE,FALSE,Train,2,7,73.6,8,0,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,8/1/2012,8/31/2012,9/8/2012,38,8,FALSE,TRUE,FALSE,Train,2,8,57.69,8,21,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,8/2/2012,9/1/2012,9/18/2012,47,17,FALSE,TRUE,FALSE,Train,3,8,74.65,9,1,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,8/4/2012,9/3/2012,9/4/2012,31,1,FALSE,TRUE,FALSE,Train,1,8,46.29,9,2,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,9/3/2012,10/3/2012,10/6/2012,33,3,FALSE,TRUE,FALSE,Train,1,9,27.42,10,30,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,11/11/2012,12/11/2012,12/15/2012,34,4,FALSE,TRUE,FALSE,Train,1,11,94.19,12,69,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,2/17/2013,3/19/2013,3/14/2013,25,0,FALSE,FALSE,TRUE,Train,0,2,56.99,3,98,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,2/24/2013,3/26/2013,4/6/2013,41,11,FALSE,TRUE,FALSE,Train,2,2,64.64,3,7,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,3/19/2013,4/18/2013,4/28/2013,40,10,FALSE,TRUE,FALSE,Train,2,3,87.99,4,23,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,3/20/2013,4/19/2013,4/28/2013,39,9,FALSE,TRUE,FALSE,Train,2,3,81.59,4,1,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,4/24/2013,5/24/2013,5/28/2013,34,4,FALSE,TRUE,FALSE,Train,1,4,89.07,5,35,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6708-DPYTF,4/29/2013,5/29/2013,5/23/2013,24,0,FALSE,FALSE,TRUE,Train,0,4,82.04,5,5,75.60933333,75.242,9.32,39.32,0.170715256,0.251992699,0.462398822,0.114893223,0,0,0.166666667,0.266666667,0.466666667,0.1,0,0
6831-FIODB,1/15/2012,2/14/2012,2/13/2012,29,0,TRUE,FALSE,TRUE,Train,0,1,46.28,2,0,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,1/16/2012,2/15/2012,2/10/2012,25,0,FALSE,FALSE,TRUE,Train,0,1,62.84,2,1,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,2/16/2012,3/17/2012,3/16/2012,29,0,FALSE,FALSE,TRUE,Train,0,2,57.07,3,31,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,4/29/2012,5/29/2012,6/6/2012,38,8,FALSE,TRUE,FALSE,Train,2,4,52.26,5,73,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,5/22/2012,6/21/2012,7/14/2012,53,23,FALSE,TRUE,FALSE,Train,4,5,42.16,6,23,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,6/5/2012,7/5/2012,8/4/2012,60,30,FALSE,TRUE,FALSE,Train,5,6,71.5,7,14,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,8/27/2012,9/26/2012,9/24/2012,28,0,FALSE,FALSE,TRUE,Train,0,8,52.08,9,83,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,9/21/2012,10/21/2012,11/3/2012,43,13,FALSE,TRUE,FALSE,Train,2,9,33.25,10,25,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,10/23/2012,11/22/2012,11/30/2012,38,8,FALSE,TRUE,FALSE,Train,2,10,32.58,11,32,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,11/10/2012,12/10/2012,12/10/2012,30,0,FALSE,FALSE,TRUE,Train,0,11,11.79,12,18,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,11/27/2012,12/27/2012,12/29/2012,32,2,FALSE,TRUE,FALSE,Train,1,11,59.71,12,17,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,12/18/2012,1/17/2013,1/25/2013,38,8,FALSE,TRUE,FALSE,Train,2,12,41.56,1,21,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,12/22/2012,1/21/2013,1/19/2013,28,0,FALSE,FALSE,TRUE,Train,0,12,63.67,1,4,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,1/20/2013,2/19/2013,2/20/2013,31,1,FALSE,TRUE,FALSE,Train,1,1,17.44,2,29,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,1/30/2013,3/1/2013,3/6/2013,35,5,FALSE,TRUE,FALSE,Train,1,1,30.9,3,10,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,2/18/2013,3/20/2013,3/19/2013,29,0,FALSE,FALSE,TRUE,Train,0,2,41.11,3,19,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,4/11/2013,5/11/2013,5/22/2013,41,11,FALSE,TRUE,FALSE,Train,2,4,41.94,5,52,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6831-FIODB,4/11/2013,5/11/2013,5/8/2013,27,0,FALSE,FALSE,TRUE,Train,0,4,74.41,5,0,45.07384615,41.73857143,10.14285714,40.14285714,0.501382347,0.153773295,0.213572599,0.034285617,0.035975152,0.061010991,0.461538462,0.192307692,0.230769231,0.038461538,0.038461538,0.038461538
6833-ETVHD,1/10/2012,2/9/2012,2/10/2012,31,1,TRUE,TRUE,FALSE,Train,1,1,71.66,2,0,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,1/23/2012,2/22/2012,2/26/2012,34,4,FALSE,TRUE,FALSE,Train,1,1,78.33,2,13,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,4/23/2012,5/23/2012,5/16/2012,23,0,FALSE,FALSE,TRUE,Train,0,4,73.87,5,91,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,5/1/2012,5/31/2012,5/21/2012,20,0,FALSE,FALSE,TRUE,Train,0,5,93.7,5,8,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,5/10/2012,6/9/2012,5/30/2012,20,0,FALSE,FALSE,TRUE,Train,0,5,77.76,6,9,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,6/6/2012,7/6/2012,6/18/2012,12,0,FALSE,FALSE,TRUE,Train,0,6,82.79,7,27,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,7/27/2012,8/26/2012,8/18/2012,22,0,FALSE,FALSE,TRUE,Train,0,7,72.13,8,51,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,8/16/2012,9/15/2012,9/3/2012,18,0,FALSE,FALSE,TRUE,Train,0,8,80.87,9,20,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,8/22/2012,9/21/2012,9/11/2012,20,0,FALSE,FALSE,TRUE,Train,0,8,44.58,9,6,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,9/2/2012,10/2/2012,9/12/2012,10,0,FALSE,FALSE,TRUE,Train,0,9,66.68,10,11,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,9/11/2012,10/11/2012,9/29/2012,18,0,FALSE,FALSE,TRUE,Train,0,9,59.01,10,9,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,9/15/2012,10/15/2012,10/2/2012,17,0,FALSE,FALSE,TRUE,Train,0,9,84.17,10,4,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,10/1/2012,10/31/2012,10/20/2012,19,0,FALSE,FALSE,TRUE,Train,0,10,74.56,10,16,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,10/14/2012,11/13/2012,10/29/2012,15,0,FALSE,FALSE,TRUE,Train,0,10,68.17,11,13,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,10/26/2012,11/25/2012,11/18/2012,23,0,FALSE,FALSE,TRUE,Train,0,10,47.52,11,12,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,11/1/2012,12/1/2012,11/25/2012,24,0,FALSE,FALSE,TRUE,Train,0,11,78.81,12,6,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,11/4/2012,12/4/2012,11/29/2012,25,0,FALSE,FALSE,TRUE,Train,0,11,86.65,12,3,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,11/12/2012,12/12/2012,11/25/2012,13,0,FALSE,FALSE,TRUE,Train,0,11,72.88,12,8,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,11/27/2012,12/27/2012,12/18/2012,21,0,FALSE,FALSE,TRUE,Train,0,11,70.61,12,15,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,1/7/2013,2/6/2013,1/22/2013,15,0,FALSE,FALSE,TRUE,Train,0,1,67.51,2,41,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,1/24/2013,2/23/2013,2/11/2013,18,0,FALSE,FALSE,TRUE,Train,0,1,59.25,2,17,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,1/26/2013,2/25/2013,2/15/2013,20,0,FALSE,FALSE,TRUE,Train,0,1,63.82,2,2,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
6833-ETVHD,3/28/2013,4/27/2013,4/15/2013,18,0,FALSE,FALSE,TRUE,Train,0,3,60.25,4,61,70.82909091,74.995,2.5,32.5,0.935829312,0.064170688,0,0,0,0,0.939393939,0.060606061,0,0,0,0
7050-KQLDO,1/28/2012,2/27/2012,2/16/2012,19,0,TRUE,FALSE,TRUE,Train,0,1,64.89,2,0,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,2/14/2012,3/15/2012,3/16/2012,31,1,FALSE,TRUE,FALSE,Train,1,2,78.36,3,17,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,3/7/2012,4/6/2012,4/5/2012,29,0,FALSE,FALSE,TRUE,Train,0,3,62.24,4,22,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,3/8/2012,4/7/2012,4/9/2012,32,2,FALSE,TRUE,FALSE,Train,1,3,65.7,4,1,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,4/27/2012,5/27/2012,5/18/2012,21,0,FALSE,FALSE,TRUE,Train,0,4,53.16,5,50,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,8/10/2012,9/9/2012,9/10/2012,31,1,FALSE,TRUE,FALSE,Train,1,8,47.99,9,105,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,9/4/2012,10/4/2012,10/7/2012,33,3,FALSE,TRUE,FALSE,Train,1,9,76.8,10,25,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,9/19/2012,10/19/2012,10/13/2012,24,0,FALSE,FALSE,TRUE,Train,0,9,52.53,10,15,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,10/17/2012,11/16/2012,10/25/2012,8,0,FALSE,FALSE,TRUE,Train,0,10,72.67,11,28,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,11/28/2012,12/28/2012,12/18/2012,20,0,FALSE,FALSE,TRUE,Train,0,11,36.55,12,42,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,1/6/2013,2/5/2013,1/19/2013,13,0,FALSE,FALSE,TRUE,Train,0,1,52.6,2,39,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,1/22/2013,2/21/2013,2/3/2013,12,0,FALSE,FALSE,TRUE,Train,0,1,43.12,2,16,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,3/18/2013,4/17/2013,4/12/2013,25,0,FALSE,FALSE,TRUE,Train,0,3,88.33,4,55,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,4/7/2013,5/7/2013,4/30/2013,23,0,FALSE,FALSE,TRUE,Train,0,4,57.24,5,20,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7050-KQLDO,5/14/2013,6/13/2013,6/3/2013,20,0,FALSE,FALSE,TRUE,Train,0,5,59.83,6,37,63.7052381,71.568,2.2,32.2,0.732518071,0.267481929,0,0,0,0,0.761904762,0.238095238,0,0,0,0
7209-MDWKR,1/21/2012,2/20/2012,2/16/2012,26,0,TRUE,FALSE,TRUE,Train,0,1,81.9,2,0,63.91958333,62.15357143,6.5,36.5,0.43278338,0.417673248,0.106031667,0.043511704,0,0,0.416666667,0.416666667,0.125,0.041666667,0,0
7209-MDWKR,2/11/2012,3/12/2012,3/18/2012,36,6,FALSE,TRUE,FALSE,Train,1,2,39.67,3,21,63.91958333,62.15357143,6.5,36.5,0.43278338,0.417673248,0.106031667,0.043511704,0,0,0.416666667,0.416666667,0.125,0.041666667,0,0
7209-MDWKR,4/8/2012,5/8/2012,5/10/2012,32,2,FALSE,TRUE,FALSE,Train,1,4,74.28,5,57,63.91958333,62.15357143,6.5,36.5,0.43278338,0.417673248,0.106031667,0.043511704,0,0,0.416666667,0.416666667,0.125,0.041666667,0,0
7209-MDWKR,4/9/2012,5/9/2012,5/7/2012,28,0,FALSE,FALSE,TRUE,Train,0,4,54.82,5,1,63.91958333,62.15357143,6.5,36.5,0.43278338,0.417673248,0.106031667,0.043511704,0,0,0.416666667,0.416666667,0.125,0.041666667,0,0
7209-MDWKR,4/22/2012,5/22/2012,5/28/2012,36,6,FALSE,TRUE,FALSE,Train,1,4,72.62,5,13,63.91958333,62.15357143,6.5,36.5,0.43278338,0.417673248,0.106031667,0.043511704,0,0,0.416666667,0.416666667,0.125,0.041666667,0,0
