customerID,InvoiceDate,DueDate,SettledDate,DaysToSettle,DaysLate,First invoice,Late,On-Time,Train/Test 30%,Train/Test 3 months,Age Bucket,Invoiced Month,InvoiceAmount,Invoice Due Month,Gap between current and previous invoice due date,Average Amount of PAID,Average of Amount of LATE PAID,Average Days Late,Average Days to Settle,Ratio Of Amount of Paid Invoices Bucket(0) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(1) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(2) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(3) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(4) by Total Amount of Paid Invoices,Ratio Of Amount of Paid Invoices Bucket(5) by Total Amount of Paid Invoices,Ratio Of number of Paid Invoices Bucket(0) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(1) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(2) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(3) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(4) by Total number of Paid Invoices,Ratio Of number of Paid Invoices Bucket(5) by Total number of Paid Invoices
5920-DPXLN,2012/07/20,2012/08/19,2012/08/17,28,0,FALSE,FALSE,TRUE,Train,Train,0,7,63.57,8,14,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/08/30,2012/09/29,2012/09/19,20,0,FALSE,FALSE,TRUE,Train,Train,0,8,57.18,9,41,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/10/23,2012/11/22,2012/11/09,17,0,FALSE,FALSE,TRUE,Train,Train,0,10,69.11,11,54,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/10/25,2012/11/24,2012/11/21,27,0,FALSE,FALSE,TRUE,Train,Train,0,10,40.55,11,2,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/11/04,2012/12/04,2012/12/09,35,5,FALSE,TRUE,FALSE,Train,Train,1,11,58.73,12,10,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/11/18,2012/12/18,2012/12/10,22,0,FALSE,FALSE,TRUE,Train,Train,0,11,56.02,12,14,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/12/23,2013/01/22,2013/01/13,21,0,FALSE,FALSE,TRUE,Train,Train,0,12,62.58,1,35,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2012/12/30,2013/01/29,2013/01/14,15,0,FALSE,FALSE,TRUE,Train,Train,0,12,50.34,1,7,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/01/01,2013/01/31,2013/01/13,12,0,FALSE,FALSE,TRUE,Train,Train,0,1,36.1,1,2,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/01/17,2013/02/16,2013/02/02,16,0,FALSE,FALSE,TRUE,Train,Train,0,1,47.55,2,16,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/02/23,2013/03/25,2013/03/12,17,0,FALSE,FALSE,TRUE,Train,Train,0,2,58.98,3,37,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/04/12,2013/05/12,2013/04/24,12,0,FALSE,FALSE,TRUE,Train,Train,0,4,63.33,5,48,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/04/26,2013/05/26,2013/05/07,11,0,FALSE,FALSE,TRUE,Train,Train,0,4,68.35,5,14,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/05/28,2013/06/27,2013/06/10,13,0,FALSE,FALSE,TRUE,Test,Train,0,5,68.39,6,32,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/06/11,2013/07/11,2013/06/21,10,0,FALSE,FALSE,TRUE,Test,Train,0,6,53.09,7,14,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/09/29,2013/10/29,2013/10/12,13,0,FALSE,FALSE,TRUE,Test,Train,0,9,43.81,10,110,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/10/02,2013/11/01,2013/10/23,21,0,FALSE,FALSE,TRUE,Test,Test,0,10,53.12,11,3,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/10/17,2013/11/16,2013/11/01,15,0,FALSE,FALSE,TRUE,Test,Test,0,10,65.37,11,15,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/10/23,2013/11/22,2013/11/05,13,0,FALSE,FALSE,TRUE,Test,Test,0,10,61.19,11,6,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/11/08,2013/12/08,2013/11/20,12,0,FALSE,FALSE,TRUE,Test,Test,0,11,81.47,12,16,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5920-DPXLN,2013/11/22,2013/12/22,2013/12/04,12,0,FALSE,FALSE,TRUE,Test,Test,0,11,44.71,12,14,56.96107143,47.045,3,33,0.941006076,0.058993924,0,0,0,0,0.928571429,0.071428571,0,0,0,0
5924-UOPGH,2012/01/30,2012/02/29,2012/02/23,24,0,TRUE,FALSE,TRUE,Train,Train,0,1,72.1,2,0,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/02/07,2012/03/08,2012/03/19,41,11,FALSE,TRUE,FALSE,Train,Train,2,2,113.76,3,8,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/03/11,2012/04/10,2012/04/07,27,0,FALSE,FALSE,TRUE,Train,Train,0,3,56.47,4,33,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/03/14,2012/04/13,2012/04/11,28,0,FALSE,FALSE,TRUE,Train,Train,0,3,67.6,4,3,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/03/18,2012/04/17,2012/04/06,19,0,FALSE,FALSE,TRUE,Train,Train,0,3,69.93,4,4,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/04/13,2012/05/13,2012/05/01,18,0,FALSE,FALSE,TRUE,Train,Train,0,4,84.43,5,26,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/04/21,2012/05/21,2012/05/09,18,0,FALSE,FALSE,TRUE,Train,Train,0,4,96.82,5,8,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/05/24,2012/06/23,2012/06/18,25,0,FALSE,FALSE,TRUE,Train,Train,0,5,71.08,6,33,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/05/31,2012/06/30,2012/06/09,9,0,FALSE,FALSE,TRUE,Train,Train,0,5,84.26,6,7,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/07/27,2012/08/26,2012/08/11,15,0,FALSE,FALSE,TRUE,Train,Train,0,7,59.28,8,57,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/07/28,2012/08/27,2012/08/18,21,0,FALSE,FALSE,TRUE,Train,Train,0,7,94.42,8,1,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/09/01,2012/10/01,2012/09/25,24,0,FALSE,FALSE,TRUE,Train,Train,0,9,59.86,10,35,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/09/08,2012/10/08,2012/10/15,37,7,FALSE,TRUE,FALSE,Train,Train,1,9,93.09,10,7,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/09/15,2012/10/15,2012/10/29,44,14,FALSE,TRUE,FALSE,Train,Train,2,9,96.74,10,7,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/09/19,2012/10/19,2012/10/10,21,0,FALSE,FALSE,TRUE,Train,Train,0,9,91.64,10,4,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/09/22,2012/10/22,2012/10/07,15,0,FALSE,FALSE,TRUE,Train,Train,0,9,96.58,10,3,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2012/11/28,2012/12/28,2012/12/24,26,0,FALSE,FALSE,TRUE,Train,Train,0,11,63.76,12,67,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/01/06,2013/02/05,2013/01/20,14,0,FALSE,FALSE,TRUE,Train,Train,0,1,69.22,2,39,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/01/11,2013/02/10,2013/01/31,20,0,FALSE,FALSE,TRUE,Train,Train,0,1,92.82,2,5,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/01/19,2013/02/18,2013/03/06,46,16,FALSE,TRUE,FALSE,Train,Train,3,1,72.36,2,8,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/01/19,2013/02/18,2013/02/26,38,8,FALSE,TRUE,FALSE,Test,Train,2,1,88.72,2,0,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/02/10,2013/03/12,2013/03/02,20,0,FALSE,FALSE,TRUE,Test,Train,0,2,61.46,3,22,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/04/14,2013/05/14,2013/05/07,23,0,FALSE,FALSE,TRUE,Test,Train,0,4,81.26,5,63,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/05/08,2013/06/07,2013/06/09,32,2,FALSE,TRUE,FALSE,Test,Train,1,5,90.08,6,24,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/08/04,2013/09/03,2013/08/18,14,0,FALSE,FALSE,TRUE,Test,Train,0,8,65.6,9,88,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/08/28,2013/09/27,2013/09/25,28,0,FALSE,FALSE,TRUE,Test,Train,0,8,71.19,9,24,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/09/25,2013/10/25,2013/10/09,14,0,FALSE,FALSE,TRUE,Test,Train,0,9,76.69,10,28,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/11/18,2013/12/18,2013/11/28,10,0,FALSE,FALSE,TRUE,Test,Test,0,11,78.83,12,54,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
5924-UOPGH,2013/11/23,2013/12/23,2013/12/22,29,0,FALSE,FALSE,TRUE,Test,Test,0,11,109.96,12,5,80.34517241,92.45833333,9.666666667,39.66666667,0.761910893,0.078613397,0.12842005,0.031055661,0,0,0.793103448,0.068965517,0.103448276,0.034482759,0,0
6004-KITZM,2012/03/10,2012/04/09,2012/04/01,22,0,TRUE,FALSE,TRUE,Train,Train,0,3,75.99,4,0,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/05/26,2012/06/25,2012/06/14,19,0,FALSE,FALSE,TRUE,Train,Train,0,5,44.96,6,77,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/06/05,2012/07/05,2012/06/18,13,0,FALSE,FALSE,TRUE,Train,Train,0,6,74.9,7,10,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/06/16,2012/07/16,2012/07/06,20,0,FALSE,FALSE,TRUE,Train,Train,0,6,65.51,7,11,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/11/19,2012/12/19,2012/12/05,16,0,FALSE,FALSE,TRUE,Train,Train,0,11,54.95,12,156,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/11/20,2012/12/20,2012/12/07,17,0,FALSE,FALSE,TRUE,Train,Train,0,11,64.27,12,1,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/11/25,2012/12/25,2012/12/10,15,0,FALSE,FALSE,TRUE,Train,Train,0,11,79.42,12,5,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/12/09,2013/01/08,2012/12/29,20,0,FALSE,FALSE,TRUE,Train,Train,0,12,71.71,1,14,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2012/12/14,2013/01/13,2013/01/07,24,0,FALSE,FALSE,TRUE,Train,Train,0,12,58.56,1,5,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/01/06,2013/02/05,2013/01/29,23,0,FALSE,FALSE,TRUE,Train,Train,0,1,88.16,2,23,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/02/23,2013/03/25,2013/03/15,20,0,FALSE,FALSE,TRUE,Train,Train,0,2,70.9,3,48,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/03/21,2013/04/20,2013/04/09,19,0,FALSE,FALSE,TRUE,Train,Train,0,3,54.33,4,26,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/04/13,2013/05/13,2013/05/01,18,0,FALSE,FALSE,TRUE,Train,Train,0,4,38.6,5,23,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/04/16,2013/05/16,2013/05/05,19,0,FALSE,FALSE,TRUE,Test,Train,0,4,72.88,5,3,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/04/18,2013/05/18,2013/05/02,14,0,FALSE,FALSE,TRUE,Test,Train,0,4,56.17,5,2,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/08/01,2013/08/31,2013/08/30,29,0,FALSE,FALSE,TRUE,Test,Train,0,8,83.37,8,105,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/09/08,2013/10/08,2013/09/12,4,0,FALSE,FALSE,TRUE,Test,Train,0,9,69.86,10,38,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6004-KITZM,2013/11/28,2013/12/28,2013/12/08,10,0,FALSE,FALSE,TRUE,Test,Test,0,11,30.81,12,81,64.18611111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6048-QPZCF,2012/01/21,2012/02/20,2012/01/31,10,0,TRUE,FALSE,TRUE,Train,Train,0,1,72.06,2,0,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/02/08,2012/03/09,2012/03/01,22,0,FALSE,FALSE,TRUE,Train,Train,0,2,86.44,3,18,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/02/24,2012/03/25,2012/03/19,24,0,FALSE,FALSE,TRUE,Train,Train,0,2,72.76,3,16,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/03/04,2012/04/03,2012/04/04,31,1,FALSE,TRUE,FALSE,Train,Train,1,3,62.49,4,9,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/03/10,2012/04/09,2012/04/08,29,0,FALSE,FALSE,TRUE,Train,Train,0,3,75.33,4,6,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/03/19,2012/04/18,2012/03/24,5,0,FALSE,FALSE,TRUE,Train,Train,0,3,73.92,4,9,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/06/06,2012/07/06,2012/06/12,6,0,FALSE,FALSE,TRUE,Train,Train,0,6,96.48,7,79,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/07/28,2012/08/27,2012/08/01,4,0,FALSE,FALSE,TRUE,Train,Train,0,7,75.54,8,52,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/08/24,2012/09/23,2012/09/19,26,0,FALSE,FALSE,TRUE,Train,Train,0,8,76.34,9,27,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/08/28,2012/09/27,2012/09/15,18,0,FALSE,FALSE,TRUE,Train,Train,0,8,95.29,9,4,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/08/30,2012/09/29,2012/09/06,7,0,FALSE,FALSE,TRUE,Train,Train,0,8,75.59,9,2,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/09/25,2012/10/25,2012/09/30,5,0,FALSE,FALSE,TRUE,Train,Train,0,9,84.23,10,26,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2012/11/25,2012/12/25,2012/12/01,6,0,FALSE,FALSE,TRUE,Train,Train,0,11,73.73,12,61,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/02/10,2013/03/12,2013/02/22,12,0,FALSE,FALSE,TRUE,Train,Train,0,2,92.14,3,77,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/02/14,2013/03/16,2013/03/17,31,1,FALSE,TRUE,FALSE,Train,Train,1,2,87.9,3,4,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/03/04,2013/04/03,2013/03/26,22,0,FALSE,FALSE,TRUE,Train,Train,0,3,98.68,4,18,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/04/08,2013/05/08,2013/04/12,4,0,FALSE,FALSE,TRUE,Train,Train,0,4,82.56,5,35,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/05/16,2013/06/15,2013/05/22,6,0,FALSE,FALSE,TRUE,Train,Train,0,5,92.96,6,38,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/05/17,2013/06/16,2013/06/06,20,0,FALSE,FALSE,TRUE,Train,Train,0,5,76.72,6,1,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/05/24,2013/06/23,2013/05/29,5,0,FALSE,FALSE,TRUE,Train,Train,0,5,72.42,6,7,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/06/09,2013/07/09,2013/06/27,18,0,FALSE,FALSE,TRUE,Train,Train,0,6,77.08,7,16,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/06/28,2013/07/28,2013/07/14,16,0,FALSE,FALSE,TRUE,Test,Train,0,6,68.2,7,19,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/07/07,2013/08/06,2013/08/02,26,0,FALSE,FALSE,TRUE,Test,Train,0,7,71.96,8,9,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/07/12,2013/08/11,2013/07/28,16,0,FALSE,FALSE,TRUE,Test,Train,0,7,71.45,8,5,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/09/03,2013/10/03,2013/09/21,18,0,FALSE,FALSE,TRUE,Test,Train,0,9,90.27,10,53,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/09/24,2013/10/24,2013/09/29,5,0,FALSE,FALSE,TRUE,Test,Train,0,9,76.33,10,21,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/09/24,2013/10/24,2013/09/29,5,0,FALSE,FALSE,TRUE,Test,Train,0,9,54.37,10,0,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/09/25,2013/10/25,2013/10/19,24,0,FALSE,FALSE,TRUE,Test,Train,0,9,88.58,10,1,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/11/06,2013/12/06,2013/11/07,1,0,FALSE,FALSE,TRUE,Test,Test,0,11,78.83,12,42,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6048-QPZCF,2013/11/09,2013/12/09,2013/11/28,19,0,FALSE,FALSE,TRUE,Test,Test,0,11,77.14,12,3,79.25966667,75.195,1,31,0.936752194,0.063247806,0,0,0,0,0.933333333,0.066666667,0,0,0,0
6077-FDQRK,2012/01/08,2012/02/07,2012/02/01,24,0,TRUE,FALSE,TRUE,Train,Train,0,1,28.84,2,0,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/03/30,2012/04/29,2012/04/16,17,0,FALSE,FALSE,TRUE,Train,Train,0,3,26.9,4,82,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/04/06,2012/05/06,2012/04/30,24,0,FALSE,FALSE,TRUE,Train,Train,0,4,82.4,5,7,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/04/17,2012/05/17,2012/05/14,27,0,FALSE,FALSE,TRUE,Train,Train,0,4,46.17,5,11,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/05/05,2012/06/04,2012/06/05,31,1,FALSE,TRUE,FALSE,Train,Train,1,5,36.86,6,18,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/07/10,2012/08/09,2012/08/02,23,0,FALSE,FALSE,TRUE,Train,Train,0,7,53.52,8,66,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/07/26,2012/08/25,2012/08/17,22,0,FALSE,FALSE,TRUE,Train,Train,0,7,63.03,8,16,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/07/29,2012/08/28,2012/08/16,18,0,FALSE,FALSE,TRUE,Train,Train,0,7,32.59,8,3,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
6077-FDQRK,2012/08/04,2012/09/03,2012/08/30,26,0,FALSE,FALSE,TRUE,Train,Train,0,8,30.14,9,6,44.56892857,36.86,1,31,0.970463087,0.029536913,0,0,0,0,0.964285714,0.035714286,0,0,0,0
